0.003754,1.690756,A.
2.426222,1.755028,A.
1.050874,2.687887,A.
2.239814,0.522324,B.
2.131504,1.540605,A.
0.044954,0.274209,B.
0.441939,0.497696,B.
1.337077,0.357250,A.
0.026734,1.133641,A.
1.713553,1.805292,B.
0.498703,1.989135,A.
1.056368,0.171117,A.
2.349956,2.407819,B.
0.905850,2.627918,B.
2.867702,2.777154,B.
0.427015,1.386242,A.
2.586718,0.628803,B.
2.530961,2.990387,B.
1.834498,1.177313,B.
0.891842,2.520432,B.
1.127598,0.277871,A.
0.168645,0.026368,B.
0.827662,0.818690,B.
2.073550,2.512833,B.
1.454817,0.616077,A.
1.405377,1.373882,B.
2.233314,0.324839,B.
1.155705,2.205023,A.
1.717215,1.084017,B.
0.675314,1.275460,A.
1.551317,2.969970,A.
1.036683,0.506943,A.
1.475692,0.190619,A.
1.514420,0.442488,A.
0.424726,2.715354,B.
0.909146,1.279672,A.
2.899838,2.049562,B.
2.631764,2.465041,B.
0.574053,0.533677,B.
1.425794,0.466659,A.
2.196051,1.216773,A.
1.706229,2.046724,A.
2.165746,1.425886,A.
1.103427,2.504044,A.
1.551042,1.988952,B.
0.314035,2.848018,B.
1.648640,1.037965,B.
1.124943,2.540941,A.
1.368297,0.815668,A.
0.893399,2.217566,B.
0.587970,2.283944,B.
1.192969,1.502701,B.
0.082400,2.983886,B.
0.151524,1.593982,A.
2.529130,1.880276,A.
0.593554,2.526475,B.
0.329783,2.229377,B.
2.823206,0.858242,B.
0.420789,2.199255,B.
2.123997,1.800714,A.
0.758171,0.433424,B.
0.183020,2.418714,B.
0.631733,0.346812,B.
0.042756,0.341319,B.
2.256661,2.058443,B.
0.221656,1.310160,A.
2.088656,0.871059,B.
0.697287,1.733604,A.
1.886044,0.480575,A.
2.889126,2.087283,B.
0.569842,1.007843,A.
2.985534,1.372326,A.
0.292520,1.875515,A.
1.313181,2.794549,A.
2.683859,0.870052,B.
2.307199,1.232154,A.
1.884213,1.812433,B.
1.399060,1.793481,B.
2.564379,2.486373,B.
2.162725,1.697256,A.
0.552812,2.213721,B.
2.715262,0.728599,B.
1.814173,2.095523,A.
1.053896,1.483383,B.
2.222236,1.836146,A.
2.073366,2.413587,B.
1.728111,2.603198,A.
1.844111,2.183050,A.
2.003327,2.929594,B.
1.707602,0.917478,A.
0.325663,2.607135,B.
2.232948,0.464644,B.
0.238044,0.229804,B.
2.460005,1.635273,A.
1.226936,0.896237,A.
1.503616,0.457961,A.
2.213996,0.941649,B.
2.877224,2.620045,B.
0.900174,2.831996,B.
0.197211,2.354900,B.
1.828913,2.868343,A.
2.626911,1.961577,A.
0.314402,1.515152,A.
0.870876,2.759941,B.
1.988403,0.343608,A.
1.137394,1.490432,B.
1.527787,1.147099,B.
1.596454,1.818842,B.
0.017670,2.123630,B.
1.869198,2.589740,A.
2.242012,1.490707,A.
2.356090,1.658437,A.
2.867153,1.892544,A.
1.122745,0.394879,A.
2.855159,1.835963,A.
0.989532,0.167730,B.
0.394879,2.541215,B.
1.790643,2.164922,A.
0.044038,0.379406,B.
1.851436,0.652699,A.
0.506760,1.872311,A.
0.958220,1.102695,A.
2.407178,2.420637,B.
1.833308,2.394543,A.
0.434431,1.890530,A.
0.761101,0.409619,B.
0.198492,1.283425,A.
0.906858,1.644154,A.
0.934050,0.331889,B.
0.404126,0.852748,B.
2.685690,2.368908,B.
1.845668,1.083377,B.
0.685476,2.590747,B.
0.748650,1.627216,A.
0.161412,0.244270,B.
1.280404,0.284005,A.
2.674612,0.698294,B.
0.375286,2.794916,B.
0.141270,0.176153,B.
2.744102,1.195807,A.
2.838496,2.511551,B.
2.526292,2.080599,B.
0.777490,0.013001,B.
2.864406,1.196081,A.
1.756676,0.765404,A.
2.835841,1.306497,A.
0.021516,2.822932,B.
2.358470,1.730033,A.
0.666982,1.149022,A.
1.253761,0.246742,A.
2.565294,0.194555,B.
1.986206,2.074465,A.
1.590411,2.056887,A.
2.068514,2.183691,B.
0.093204,2.606037,B.
2.119694,0.256355,B.
2.843715,0.176336,B.
0.435530,2.945341,B.
0.876736,2.767449,B.
2.083621,0.655904,B.
0.721641,1.564318,A.
0.319254,2.707938,B.
0.240333,2.346294,B.
2.923185,2.327616,B.
0.631916,1.369854,A.
2.251900,0.342143,B.
0.933409,2.977844,B.
0.756249,0.567827,B.
0.460524,1.860958,A.
2.817255,0.586962,B.
1.936674,1.970275,B.
1.366375,2.763878,A.
0.452284,1.909024,A.
1.266121,2.829066,A.
1.735710,1.609363,B.
1.190863,1.050783,B.
2.385754,0.589526,B.
1.168249,1.772240,B.
0.593005,0.467666,B.
1.362987,1.812891,B.
1.323893,2.053407,A.
2.507157,1.776635,A.
2.848384,2.628010,B.
2.962371,0.555925,B.
1.723350,1.326182,B.
2.125553,0.148869,B.
0.780602,1.222907,A.
2.130589,2.185339,B.
1.180700,1.192236,B.
0.925810,1.164312,A.
1.060671,2.201086,A.
2.209143,2.218299,B.
0.600513,0.817774,B.
2.733390,1.103519,A.
0.328135,2.722312,B.
1.553880,1.964507,B.
2.062929,0.271279,B.
0.227332,0.083407,B.
0.921690,2.091861,B.
1.184545,0.203528,A.
2.174810,0.596118,B.
1.847133,1.964690,B.
0.294900,1.636097,A.
2.923734,1.392102,A.
2.183599,1.592883,A.
2.078402,1.116337,A.
0.149876,2.429334,B.
0.182470,0.931669,B.
0.637410,0.965728,B.
0.027467,1.319590,A.
1.817835,2.275613,A.
1.049409,2.527940,A.
1.869930,2.991852,A.
1.688559,2.590655,A.
0.919218,0.852657,B.
1.837703,1.173559,B.
0.093112,1.367107,A.
2.810297,1.205695,A.
1.834773,2.425123,A.
1.747795,1.785058,B.
2.379528,1.386608,A.
1.768303,1.707602,B.
2.018250,1.030732,A.
0.801935,1.024689,A.
2.313059,1.115238,A.
0.350566,2.176733,B.
2.681845,0.549059,B.
2.706015,2.340251,B.
0.592090,2.704642,B.
2.860195,2.546434,B.
1.886135,0.556383,A.
0.794977,0.751946,B.
2.364330,0.512803,B.
1.442824,0.244453,A.
2.566027,0.373913,B.
1.719962,1.418928,B.
0.575610,2.183325,B.
0.046052,1.942900,A.
0.522416,0.216346,B.
2.029878,2.516770,B.
1.113681,2.338511,A.
1.914701,0.694998,A.
2.913114,0.845241,B.
2.307657,0.455489,B.
0.027741,1.045747,A.
1.029725,1.243690,B.
0.272011,1.635548,A.
1.013977,1.972564,B.
1.606433,1.710074,B.
1.397320,0.779962,A.
2.590014,1.459761,A.
1.697439,2.128208,A.
2.592669,2.551653,B.
2.593127,1.934751,A.
2.485916,2.296854,B.
2.724967,2.737602,B.
1.320505,0.322916,A.
2.469161,1.283151,A.
0.002564,1.972381,A.
0.191168,0.269448,B.
2.051668,2.422834,B.
0.428571,0.145390,B.
0.055666,2.935270,B.
0.160955,2.742454,B.
1.295145,0.063173,A.
1.175848,1.962035,B.
0.068484,2.478133,B.
1.902799,1.651204,B.
1.390271,0.644368,A.
2.346477,1.027619,A.
1.824061,0.307535,A.
2.267464,0.452651,B.
2.134892,2.996246,B.
1.924955,1.863613,B.
2.064486,0.869411,B.
0.871151,1.644704,A.
0.739311,1.640034,A.
2.856166,2.009461,B.
1.870113,1.337260,B.
2.236610,2.966765,B.
1.888424,2.729453,A.
2.755181,1.516617,A.
1.349162,2.668020,A.
0.548784,0.755882,B.
2.191473,2.823389,B.
0.124058,1.924039,A.
1.669057,1.633442,B.
0.184118,2.988098,B.
